query,page,clicks,impressions,ctr,position,post_id
体育座り 長時間,https://physical-balance-lab.com/1063/,0,3,0.0,12.666666666666666,1063
体育座りがきつい,https://physical-balance-lab.com/1063/,0,3,0.0,1.0,1063
体育座りが楽,https://physical-balance-lab.com/1063/,0,4,0.0,1.0,1063
体育座りすると腰が痛い,https://physical-balance-lab.com/1063/,0,274,0.0,10.667883211678832,1063
体育座りは体に悪い,https://physical-balance-lab.com/1063/,0,1,0.0,65.0,1063
体育座りをすると腰が痛い,https://physical-balance-lab.com/1063/,0,11,0.0,13.363636363636363,1063
体育座りデメリット,https://physical-balance-lab.com/1063/,0,1,0.0,1.0,1063
体育座りメリット,https://physical-balance-lab.com/1063/,0,6,0.0,9.5,1063
体育座り体に悪い,https://physical-balance-lab.com/1063/,0,2,0.0,1.0,1063
体育座り悪い,https://physical-balance-lab.com/1063/,0,1,0.0,59.0,1063
体育座り痛い,https://physical-balance-lab.com/1063/,0,5,0.0,10.8,1063
体育座り腰が痛い,https://physical-balance-lab.com/1063/,0,43,0.0,10.069767441860465,1063
何ミリ？,https://physical-balance-lab.com/1055/,0,1,0.0,3.0,1055
側 弯症 ぶら下がり 効果,https://physical-balance-lab.com/1142/,0,1,0.0,37.0,1142
側 弯症 ぶら下がり 効果,https://physical-balance-lab.com/1171/,0,39,0.0,12.35897435897436,1171
側 弯症 ぶら下がり 効果,https://physical-balance-lab.com/804/,0,3,0.0,42.666666666666664,804
側 弯症 ぶら下がり 効果,https://physical-balance-lab.com/976/,0,1,0.0,31.0,976
側 弯症 やってはいけない こと,https://physical-balance-lab.com/1101/,0,1,0.0,1.0,1101
側 弯症 やってはいけない こと,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側 弯症 やってはいけない ストレッチ,https://physical-balance-lab.com/1101/,0,27,0.0,43.48148148148148,1101
側 弯症 やってはいけない スポーツ,https://physical-balance-lab.com/1182/,0,2,0.0,3.0,1182
側 弯症 コルセット 種類,https://physical-balance-lab.com/965/,0,9,0.0,10.777777777777779,965
側 弯症 ストレッチ,https://physical-balance-lab.com/1101/,0,7,0.0,17.857142857142858,1101
側 弯症 ストレッチ やり方,https://physical-balance-lab.com/1101/,0,2,0.0,20.5,1101
側 弯症 ストレッチで 治る,https://physical-balance-lab.com/1101/,0,2,0.0,56.5,1101
側 弯症 ボルト 手術,https://physical-balance-lab.com/976/,0,2,0.0,3.0,976
側 弯症 リハビリ,https://physical-balance-lab.com/1191/,0,2,0.0,61.0,1191
側 弯症 体 幹 トレーニング,https://physical-balance-lab.com/1191/,0,1,0.0,35.0,1191
側 弯症 呼吸障害,https://physical-balance-lab.com/1191/,0,1,0.0,84.0,1191
側 弯症 手術,https://physical-balance-lab.com/976/,0,2,0.0,4.0,976
側 弯症 手術 デメリット,https://physical-balance-lab.com/976/,0,5,0.0,16.0,976
側 弯症 手術 ボルト 抜く 知恵袋,https://physical-balance-lab.com/976/,0,3,0.0,3.0,976
側 弯症 手術 リスク,https://physical-balance-lab.com/976/,0,1,0.0,12.0,976
側 弯症 手術 傷跡,https://physical-balance-lab.com/976/,0,1,0.0,30.0,976
側 弯症 手術 名医,https://physical-balance-lab.com/976/,0,2,0.0,4.0,976
側 弯症 手術 失敗 例,https://physical-balance-lab.com/976/,0,5,0.0,4.0,976
側 弯症 手術 子供,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側 弯症 手術 後,https://physical-balance-lab.com/976/,0,14,0.0,13.142857142857142,976
側 弯症 手術 後 トイレ,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
側 弯症 手術 後悔,https://physical-balance-lab.com/976/,0,26,0.0,12.346153846153847,976
側 弯症 手術 後遺症 ブログ,https://physical-balance-lab.com/976/,0,17,0.0,6.9411764705882355,976
側 弯症 手術 成功率,https://physical-balance-lab.com/976/,0,2,0.0,4.0,976
側 弯症 手術 死亡率 知恵袋,https://physical-balance-lab.com/976/,0,1,0.0,5.0,976
側 弯症 手術後 できない こと 知恵袋,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
側 弯症 手術後 トイレ,https://physical-balance-lab.com/976/,0,2,0.0,4.5,976
側 弯症 手術後 リハビリ 期間,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
側 弯症 整体,https://physical-balance-lab.com/,0,1,0.0,72.0,
側 弯症 整体 名古屋,https://physical-balance-lab.com/,0,2,0.0,14.5,
側 弯症 痛み,https://physical-balance-lab.com/976/,0,3,0.0,59.333333333333336,976
側 弯症 痛み 和らげる,https://physical-balance-lab.com/1191/,0,1,0.0,22.0,1191
側 弯症 筋肉の 張り,https://physical-balance-lab.com/1171/,0,4,0.0,4.5,1171
側 弯症 背中 の 痛み,https://physical-balance-lab.com/976/,0,1,0.0,72.0,976
側 弯症 背中の 痛み ストレッチ,https://physical-balance-lab.com/1101/,0,2,0.0,21.5,1101
側 弯症 背中の 痛み 改善,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側 弯症 腰痛,https://physical-balance-lab.com/770/,0,2,0.0,67.5,770
側 弯症 腰痛,https://physical-balance-lab.com/779/,0,6,0.0,57.5,779
側 弯症 腰痛 ストレッチ,https://physical-balance-lab.com/1101/,0,1,0.0,45.0,1101
側 弯症 腰痛 激痛,https://physical-balance-lab.com/779/,0,1,0.0,72.0,779
側 弯症 術後 やってはいけない こと,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側 弯症 装具,https://physical-balance-lab.com/965/,0,1,0.0,24.0,965
側 弯症 装具 ボストン,https://physical-balance-lab.com/965/,0,29,0.0,2.1724137931034484,965
側 弯症 装具 ミルウォーキー,https://physical-balance-lab.com/965/,0,5,0.0,1.0,965
側 弯症 装具 大人,https://physical-balance-lab.com/965/,0,10,0.0,12.9,965
側 弯症 高齢者 ストレッチ,https://physical-balance-lab.com/1101/,0,8,0.0,19.875,1101
側 弯症 高齢者 リハビリ,https://physical-balance-lab.com/1191/,0,2,0.0,39.5,1191
側 弯症 高齢者 手術,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
側弯 ストレッチ,https://physical-balance-lab.com/1101/,0,2,0.0,2.5,1101
側弯ストレッチ,https://physical-balance-lab.com/1101/,0,2,0.0,18.0,1101
側弯体操 やり方,https://physical-balance-lab.com/1101/,0,1,0.0,41.0,1101
側弯体操 やり方,https://physical-balance-lab.com/1176/,0,1,0.0,97.0,1176
側弯症,https://physical-balance-lab.com/1182/,0,1,0.0,3.0,1182
側弯症,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症 70代,https://physical-balance-lab.com/guidance_category/sokuwanshou/,0,1,0.0,45.0,
側弯症 つらい,https://physical-balance-lab.com/976/,0,1,0.0,15.0,976
側弯症 どっちに曲がる,https://physical-balance-lab.com/779/,0,1,0.0,21.0,779
側弯症 ぶら下がり,https://physical-balance-lab.com/1101/,0,1,0.0,23.0,1101
側弯症 ぶら下がり,https://physical-balance-lab.com/1171/,0,3,0.0,14.0,1171
側弯症 ぶら下がり,https://physical-balance-lab.com/1173/,0,2,0.0,1.0,1173
側弯症 ぶら下がり,https://physical-balance-lab.com/1182/,0,1,0.0,46.0,1182
側弯症 ぶら下がり,https://physical-balance-lab.com/1191/,0,1,0.0,50.0,1191
側弯症 ぶら下がり 効果,https://physical-balance-lab.com/1171/,0,7,0.0,13.0,1171
側弯症 ぶら下がり 効果,https://physical-balance-lab.com/1191/,0,3,0.0,19.666666666666668,1191
側弯症 ぶら下がり 効果,https://physical-balance-lab.com/804/,0,3,0.0,34.666666666666664,804
側弯症 ぶら下がり 効果,https://physical-balance-lab.com/976/,0,2,0.0,27.0,976
側弯症 ぶら下がり 効果,https://physical-balance-lab.com/990/,0,1,0.0,15.0,990
側弯症 やってはいけないストレッチ,https://physical-balance-lab.com/1101/,0,25,0.0,53.24,1101
側弯症 ウォーキング,https://physical-balance-lab.com/1191/,0,8,0.0,12.75,1191
側弯症 カーブパターン,https://physical-balance-lab.com/965/,0,2,0.0,3.0,965
側弯症 コルセット,https://physical-balance-lab.com/965/,0,4,0.0,1.0,965
側弯症 コルセット 効果,https://physical-balance-lab.com/965/,0,2,0.0,29.0,965
側弯症 コルセット 種類,https://physical-balance-lab.com/965/,0,16,0.0,7.625,965
側弯症 ストレス,https://physical-balance-lab.com/guidance/sokuwanshou-4/,0,2,0.0,41.0,
側弯症 ストレッチ,https://physical-balance-lab.com/1101/,0,167,0.0,7.562874251497006,1101
側弯症 ストレッチ やり方,https://physical-balance-lab.com/1101/,0,2,0.0,24.5,1101
側弯症 ストレッチ 効果,https://physical-balance-lab.com/1101/,0,2,0.0,31.0,1101
側弯症 ストレッチ動画,https://physical-balance-lab.com/1173/,0,1,0.0,79.0,1173
側弯症 デメリット,https://physical-balance-lab.com/965/,0,1,0.0,45.0,965
側弯症 ブログ,https://physical-balance-lab.com/,0,1,0.0,31.0,
側弯症 ボストン装具,https://physical-balance-lab.com/965/,0,3,0.0,13.0,965
側弯症 ミルウォーキー,https://physical-balance-lab.com/965/,0,89,0.0,1.5393258426966292,965
側弯症 リハビリ,https://physical-balance-lab.com/1191/,0,1,0.0,27.0,1191
側弯症 体操 やり方,https://physical-balance-lab.com/1101/,0,1,0.0,36.0,1101
側弯症 体操 やり方,https://physical-balance-lab.com/1176/,0,1,0.0,61.0,1176
側弯症 原因,https://physical-balance-lab.com/1182/,0,2,0.0,2.5,1182
側弯症 右側弯,https://physical-balance-lab.com/1171/,0,1,0.0,74.0,1171
側弯症 器具,https://physical-balance-lab.com/965/,0,2,0.0,10.0,965
側弯症 姿勢が悪い,https://physical-balance-lab.com/guidance/sokuwanshou-1/,0,1,0.0,99.0,
側弯症 寝る向き,https://physical-balance-lab.com/1055/,0,1,0.0,56.0,1055
側弯症 寿命,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
側弯症 後遺症,https://physical-balance-lab.com/976/,0,1,0.0,7.0,976
側弯症 手術,https://physical-balance-lab.com/1173/,0,1,0.0,1.0,1173
側弯症 手術,https://physical-balance-lab.com/976/,0,12,0.0,3.5,976
側弯症 手術 ボルト,https://physical-balance-lab.com/976/,0,1,0.0,79.0,976
側弯症 手術 リスク,https://physical-balance-lab.com/976/,0,1,0.0,11.0,976
側弯症 手術 何時間,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症 手術 入院期間,https://physical-balance-lab.com/976/,0,2,0.0,3.0,976
側弯症 手術 失敗,https://physical-balance-lab.com/976/,0,2,0.0,4.0,976
側弯症 手術 後悔,https://physical-balance-lab.com/976/,0,11,0.0,28.181818181818183,976
側弯症 手術 痛い,https://physical-balance-lab.com/976/,0,4,0.0,12.5,976
側弯症 手術 痛み 知恵袋,https://physical-balance-lab.com/976/,0,2,0.0,17.5,976
側弯症 手術 術後,https://physical-balance-lab.com/976/,0,1,0.0,32.0,976
側弯症 手術 費用,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症 手術後 リハビリ期間,https://physical-balance-lab.com/976/,0,2,0.0,54.5,976
側弯症 手術後 後悔,https://physical-balance-lab.com/976/,0,43,0.0,69.11627906976744,976
側弯症 手術後 生活,https://physical-balance-lab.com/976/,0,5,0.0,23.0,976
側弯症 手術後 痛み,https://physical-balance-lab.com/976/,0,12,0.0,12.333333333333334,976
側弯症 手術後 痛み 知恵袋,https://physical-balance-lab.com/976/,0,3,0.0,15.666666666666666,976
側弯症 手術後 腰痛い,https://physical-balance-lab.com/976/,0,6,0.0,10.0,976
側弯症 手術方法,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症 手術跡,https://physical-balance-lab.com/976/,0,2,0.0,3.0,976
側弯症 改善 ストレッチ,https://physical-balance-lab.com/1101/,0,1,0.0,50.0,1101
側弯症 改善 ストレッチ,https://physical-balance-lab.com/1171/,0,1,0.0,95.0,1171
側弯症 整体,https://physical-balance-lab.com/,0,5,0.0,12.2,
側弯症 椅子の座り方,https://physical-balance-lab.com/1176/,0,1,0.0,5.0,1176
側弯症 椅子の座り方,https://physical-balance-lab.com/602/,0,1,0.0,5.0,602
側弯症 正式名称,https://physical-balance-lab.com/965/,0,1,0.0,4.0,965
側弯症 歩けない,https://physical-balance-lab.com/1182/,0,1,0.0,3.0,1182
側弯症 歩行,https://physical-balance-lab.com/1182/,0,16,0.0,10.75,1182
側弯症 歩行 特徴,https://physical-balance-lab.com/1182/,0,12,0.0,11.0,1182
側弯症 歩行障害,https://physical-balance-lab.com/1182/,0,2,0.0,20.5,1182
側弯症 漢字,https://physical-balance-lab.com/965/,0,1,0.0,3.0,965
側弯症 痛い,https://physical-balance-lab.com/976/,0,1,0.0,9.0,976
側弯症 痛み,https://physical-balance-lab.com/976/,0,1,0.0,30.0,976
側弯症 矯正器具,https://physical-balance-lab.com/965/,0,2,0.0,1.0,965
側弯症 確かめ方,https://physical-balance-lab.com/1549/,0,1,0.0,86.0,1549
側弯症 立ち仕事,https://physical-balance-lab.com/1122/,0,1,0.0,62.0,1122
側弯症 筋力低下,https://physical-balance-lab.com/1171/,0,3,0.0,15.333333333333334,1171
側弯症 筋肉,https://physical-balance-lab.com/1176/,0,1,0.0,13.0,1176
側弯症 筋肉,https://physical-balance-lab.com/980/,0,2,0.0,48.0,980
側弯症 筋肉 バランス,https://physical-balance-lab.com/1176/,0,1,0.0,1.0,1176
側弯症 筋肉 バランス,https://physical-balance-lab.com/1191/,0,4,0.0,1.0,1191
側弯症 筋肉の張り,https://physical-balance-lab.com/1171/,0,14,0.0,3.142857142857143,1171
側弯症 股関節,https://physical-balance-lab.com/1176/,0,19,0.0,4.7368421052631575,1176
側弯症 肩の高さ,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症 肩甲骨痛い,https://physical-balance-lab.com/976/,0,1,0.0,35.0,976
側弯症 脇腹 痛み,https://physical-balance-lab.com/guidance/sokuwanshou-3/,0,1,0.0,56.0,
側弯症 腰の痛み,https://physical-balance-lab.com/770/,0,4,0.0,80.75,770
側弯症 腰痛,https://physical-balance-lab.com/779/,0,1,0.0,37.0,779
側弯症 腰痛 ストレッチ,https://physical-balance-lab.com/1122/,0,1,0.0,49.0,1122
側弯症 腰痛 ストレッチ,https://physical-balance-lab.com/1191/,0,1,0.0,78.0,1191
側弯症 腰痛 治し方,https://physical-balance-lab.com/779/,0,1,0.0,61.0,779
側弯症 腰痛い,https://physical-balance-lab.com/770/,0,1,0.0,84.0,770
側弯症 腰痛い,https://physical-balance-lab.com/779/,0,1,0.0,43.0,779
側弯症 膝の痛み,https://physical-balance-lab.com/1159/,0,1,0.0,22.0,1159
側弯症 術後 やってはいけないこと,https://physical-balance-lab.com/976/,0,1,0.0,18.0,976
側弯症 術後 肩こり,https://physical-balance-lab.com/976/,0,3,0.0,19.333333333333332,976
側弯症 術後 腰痛,https://physical-balance-lab.com/976/,0,6,0.0,14.5,976
側弯症 装具,https://physical-balance-lab.com/965/,0,10,0.0,11.9,965
側弯症 装具 ボストン,https://physical-balance-lab.com/965/,0,5,0.0,4.4,965
側弯症 足を組む,https://physical-balance-lab.com/610/,0,1,0.0,25.0,610
側弯症 運動制限,https://physical-balance-lab.com/1173/,0,1,0.0,66.0,1173
側弯症 骨盤の歪み,https://physical-balance-lab.com/1176/,0,23,0.0,8.434782608695652,1176
側弯症 骨盤矯正,https://physical-balance-lab.com/965/,0,1,0.0,1.0,965
側弯症 高齢者 ストレッチ,https://physical-balance-lab.com/1101/,0,3,0.0,25.333333333333332,1101
側弯症とは,https://physical-balance-lab.com/1182/,0,2,0.0,3.0,1182
側弯症による腰痛,https://physical-balance-lab.com/779/,0,1,0.0,50.0,779
側弯症に効くストレッチ,https://physical-balance-lab.com/1122/,0,1,0.0,47.0,1122
側弯症のストレッチ,https://physical-balance-lab.com/1101/,0,4,0.0,6.75,1101
側弯症のストレッチ,https://physical-balance-lab.com/1171/,0,1,0.0,68.0,1171
側弯症の手術とは,https://physical-balance-lab.com/976/,0,1,0.0,2.0,976
側弯症ストレッチ,https://physical-balance-lab.com/1101/,0,20,0.0,6.75,1101
側弯症ストレッチ,https://physical-balance-lab.com/1171/,0,1,0.0,99.0,1171
側弯症ラボ,https://physical-balance-lab.com/1191/,0,21,0.0,11.285714285714286,1191
側弯症ラボ,https://physical-balance-lab.com/965/,0,1,0.0,13.0,965
側弯症手術,https://physical-balance-lab.com/976/,0,2,0.0,3.5,976
側弯症手術 費用,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側弯症手術後,https://physical-balance-lab.com/976/,0,43,0.0,1.4186046511627908,976
側弯症歩き方,https://physical-balance-lab.com/1182/,0,6,0.0,3.8333333333333335,1182
側弯症治療,https://physical-balance-lab.com/1182/,0,1,0.0,3.0,1182
側弯症腰が痛い,https://physical-balance-lab.com/1150/,0,1,0.0,73.0,1150
側弯症腰痛,https://physical-balance-lab.com/770/,0,1,0.0,69.0,770
側弯症腰痛,https://physical-balance-lab.com/779/,0,2,0.0,37.5,779
側弯矯正装具,https://physical-balance-lab.com/965/,0,9,0.0,1.0,965
側弯筋,https://physical-balance-lab.com/1171/,0,10,0.0,11.2,1171
側湾 手術,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側湾 装具,https://physical-balance-lab.com/965/,0,2,0.0,1.0,965
側湾手術後,https://physical-balance-lab.com/976/,0,6,0.0,3.6666666666666665,976
側湾症,https://physical-balance-lab.com/976/,0,1,0.0,3.0,976
側湾症 ストレッチ,https://physical-balance-lab.com/1101/,0,22,0.0,1.0,1101
側湾症 リハビリ,https://physical-balance-lab.com/1191/,0,1,0.0,23.0,1191
側湾症 手術,https://physical-balance-lab.com/976/,0,12,0.0,3.25,976
側湾症 手術時間,https://physical-balance-lab.com/976/,0,1,0.0,2.0,976
側湾症 痛み,https://physical-balance-lab.com/976/,0,1,0.0,67.0,976
側湾症 股関節 痛み,https://physical-balance-lab.com/1176/,0,7,0.0,2.428571428571429,1176
側湾症 装具,https://physical-balance-lab.com/965/,0,1,0.0,8.0,965
側湾症ストレッチ,https://physical-balance-lab.com/1101/,0,2,0.0,1.0,1101
側湾症ラボ,https://physical-balance-lab.com/1171/,0,1,0.0,11.0,1171
側湾症ラボ,https://physical-balance-lab.com/1173/,0,4,0.0,11.25,1173
側湾症ラボ,https://physical-balance-lab.com/980/,0,19,0.0,10.157894736842104,980
側湾症手術,https://physical-balance-lab.com/976/,0,3,0.0,3.0,976
側湾症手術のデメリットは,https://physical-balance-lab.com/976/,0,5,0.0,1.4,976
側湾症手術後,https://physical-balance-lab.com/976/,0,16,0.0,2.5625,976
側湾症手術後 腰痛から気持ち悪くなる,https://physical-balance-lab.com/976/,0,8,0.0,9.25,976
側湾症手術後の生活,https://physical-balance-lab.com/976/,0,2,0.0,10.0,976
先天性側弯症 手術,https://physical-balance-lab.com/976/,0,1,0.0,4.0,976
八草駅 整体,https://physical-balance-lab.com/,0,1,0.0,52.0,
冬 腰痛,https://physical-balance-lab.com/news/%E3%80%90%E5%86%AC%E3%81%AE%E8%85%B0%E7%97%9B%E5%AF%BE%E7%AD%96%E3%81%A7%E3%82%84%E3%81%A3%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%843%E3%81%A4%E3%81%AE%E3%81%93%E3%81%A8%E3%80%91/,0,7,0.0,77.28571428571429,
冬 腰痛 悪化,https://physical-balance-lab.com/news/%E3%80%90%E5%86%AC%E3%81%AE%E8%85%B0%E7%97%9B%E5%AF%BE%E7%AD%96%E3%81%A7%E3%82%84%E3%81%A3%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%843%E3%81%A4%E3%81%AE%E3%81%93%E3%81%A8%E3%80%91/,0,41,0.0,55.65853658536585,
凹側,https://physical-balance-lab.com/1191/,0,1,0.0,81.0,1191
制服 スカート 回る,https://physical-balance-lab.com/616/,0,1,0.0,2.0,616
千種 整体,https://physical-balance-lab.com/,0,4,0.0,50.25,
千種区 ぎっくり腰,https://physical-balance-lab.com/,0,2,0.0,70.0,
千種区 接骨院,https://physical-balance-lab.com/,0,3,0.0,75.66666666666667,
千種区 整体,https://physical-balance-lab.com/,0,22,0.0,54.36363636363637,
千種区 整体,https://physical-balance-lab.com/vision/,0,2,0.0,61.5,
千種区 整体院,https://physical-balance-lab.com/,0,29,0.0,79.17241379310344,
千種区 肩こり,https://physical-balance-lab.com/,0,7,0.0,67.85714285714286,
千種区 肩こり,https://physical-balance-lab.com/599/,0,1,0.0,96.0,599
千種区 腰痛,https://physical-balance-lab.com/,0,101,0.0,71.32673267326733,
千種区 腰痛,https://physical-balance-lab.com/672/,0,2,0.0,89.5,672
千種区 腰痛,https://physical-balance-lab.com/703/,0,4,0.0,84.5,703
千種区 腰痛,https://physical-balance-lab.com/vision/,0,2,0.0,66.5,
千穂区 肩こり,https://physical-balance-lab.com/,0,9,0.0,46.666666666666664,
協栄ホーム 奈良,https://physical-balance-lab.com/,0,3,0.0,45.666666666666664,
反り 腰 座り 方,https://physical-balance-lab.com/602/,0,2,0.0,54.5,602
反り腰 座り方,https://physical-balance-lab.com/602/,0,7,0.0,40.42857142857143,602
反り腰 座り方 床,https://physical-balance-lab.com/602/,0,1,0.0,69.0,602
反り腰 座り方 椅子,https://physical-balance-lab.com/602/,0,2,0.0,39.5,602
反り腰 座る姿勢,https://physical-balance-lab.com/602/,0,1,0.0,66.0,602
反り腰 改善 座り方,https://physical-balance-lab.com/602/,0,1,0.0,46.0,602
反り腰 椅子の座り方,https://physical-balance-lab.com/602/,0,1,0.0,30.0,602
反り腰 治し方 座り方,https://physical-balance-lab.com/602/,0,1,0.0,100.0,602
反り腰に ならない 座り方,https://physical-balance-lab.com/602/,0,3,0.0,15.666666666666666,602
反り腰にならない座り方,https://physical-balance-lab.com/602/,0,11,0.0,28.0,602
反り腰を治す座り方,https://physical-balance-lab.com/602/,0,1,0.0,88.0,602
反り腰改善 椅子,https://physical-balance-lab.com/602/,0,1,0.0,42.0,602
反り腰改善座り方,https://physical-balance-lab.com/602/,0,1,0.0,61.0,602
右肩が上がってる,https://physical-balance-lab.com/672/,0,1,0.0,61.0,672
右肩が下がっている,https://physical-balance-lab.com/672/,0,1,0.0,66.0,672
右肩が下がっている 原因,https://physical-balance-lab.com/672/,0,3,0.0,73.0,672
右肩が下がっている 直し方,https://physical-balance-lab.com/672/,0,1,0.0,74.0,672
名古屋 名東区 整体 むち打ち症,https://physical-balance-lab.com/1515/,0,18,0.0,56.388888888888886,1515
名古屋 名東区 整体 むち打ち症,https://physical-balance-lab.com/1525/,0,4,0.0,73.25,1525
名古屋 名東区 整体 むち打ち症,https://physical-balance-lab.com/1532/,0,2,0.0,48.5,1532
名古屋 名東区 整体 むち打ち症,https://physical-balance-lab.com/1539/,0,1,0.0,98.0,1539
名古屋 名東区 整体 むち打ち症,https://physical-balance-lab.com/1545/,0,4,0.0,39.75,1545
名古屋 名東区 整体 五十肩,https://physical-balance-lab.com/1142/,0,5,0.0,73.6,1142
名古屋 名東区 整体 五十肩,https://physical-balance-lab.com/599/,0,1,0.0,94.0,599
名古屋 名東区 整体 五十肩,https://physical-balance-lab.com/774/,0,22,0.0,66.45454545454545,774
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/,0,27,0.0,42.48148148148148,
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1055/,0,17,0.0,24.470588235294116,1055
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1101/,0,5,0.0,46.6,1101
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1118/,0,1,0.0,25.0,1118
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1122/,0,1,0.0,20.0,1122
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1124/,0,4,0.0,26.0,1124
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1173/,0,1,0.0,18.0,1173
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1176/,0,36,0.0,28.88888888888889,1176
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/1191/,0,17,0.0,30.647058823529413,1191
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/317/,0,3,0.0,42.0,317
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/667/,0,19,0.0,36.05263157894737,667
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/703/,0,15,0.0,33.8,703
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/770/,0,3,0.0,16.666666666666664,770
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/779/,0,3,0.0,24.333333333333332,779
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/793/,0,1,0.0,14.0,793
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/965/,0,1,0.0,63.0,965
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/980/,0,3,0.0,26.666666666666668,980
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/990/,0,1,0.0,18.0,990
名古屋 名東区 整体 側弯症,https://physical-balance-lab.com/tag/meito-ku/,0,7,0.0,22.571428571428573,
名古屋 名東区 整体 坐骨神経痛,https://physical-balance-lab.com/1055/,0,1,0.0,63.0,1055
名古屋 名東区 整体 椎間板ヘルニア,https://physical-balance-lab.com/703/,0,1,0.0,72.0,703
名古屋 名東区 整体 股関節痛,https://physical-balance-lab.com/,0,1,0.0,76.0,
名古屋 名東区 整体 骨盤底筋群,https://physical-balance-lab.com/1507/,0,1,0.0,22.0,1507
名古屋 接骨院,https://physical-balance-lab.com/,0,2,0.0,47.0,
名古屋 整体,https://physical-balance-lab.com/,0,3,0.0,18.666666666666668,
名古屋 整体,https://physical-balance-lab.com/vision/,0,2,0.0,75.5,
名古屋 整体 むち打ち症,https://physical-balance-lab.com/1539/,0,1,0.0,79.0,1539
名古屋 整体 側弯症,https://physical-balance-lab.com/,0,135,0.0,19.118518518518517,
名古屋 整体 側弯症,https://physical-balance-lab.com/1055/,0,2,0.0,63.5,1055
名古屋 整体 側弯症,https://physical-balance-lab.com/1173/,0,6,0.0,59.666666666666664,1173
名古屋 整体 側弯症,https://physical-balance-lab.com/about/,0,2,0.0,80.0,
名古屋 整体 側湾症,https://physical-balance-lab.com/,0,149,0.0,32.48993288590604,
名古屋 整体 側湾症,https://physical-balance-lab.com/1176/,0,1,0.0,69.0,1176
名古屋 整体 側湾症,https://physical-balance-lab.com/317/,0,4,0.0,86.0,317
名古屋 整体 側湾症,https://physical-balance-lab.com/980/,0,2,0.0,80.5,980
名古屋 整体 椎間板ヘルニア,https://physical-balance-lab.com/,0,2,0.0,73.5,
名古屋 整体 骨盤底筋群,https://physical-balance-lab.com/,0,2,0.0,54.0,
名古屋 肩こり,https://physical-balance-lab.com/,0,3,0.0,31.666666666666668,
名古屋 肩甲骨はがし,https://physical-balance-lab.com/599/,0,2,0.0,47.5,599
名古屋 脊柱側弯症,https://physical-balance-lab.com/,0,2,0.0,83.0,
名古屋 腰痛,https://physical-balance-lab.com/,0,4,0.0,19.75,
名古屋 腰痛,https://physical-balance-lab.com/about/,0,1,0.0,1.0,
名古屋市 側弯症,https://physical-balance-lab.com/,0,3,0.0,103.0,
名古屋市 接骨院,https://physical-balance-lab.com/,0,1,0.0,63.0,
名古屋市 整体,https://physical-balance-lab.com/,0,1,0.0,33.0,
名古屋市 肩甲骨はがし,https://physical-balance-lab.com/599/,0,1,0.0,76.0,599
名古屋市北区 肩こり,https://physical-balance-lab.com/,0,1,0.0,54.0,
名古屋市西区 肩こり,https://physical-balance-lab.com/,0,2,0.0,49.0,
名古屋市西区 腰痛,https://physical-balance-lab.com/,0,1,0.0,47.0,
名古屋整体院,https://physical-balance-lab.com/,0,2,0.0,21.5,
名古屋肩甲骨はがし,https://physical-balance-lab.com/599/,0,2,0.0,51.0,599
名古屋駅 整体,https://physical-balance-lab.com/,0,1,0.0,44.0,
